booking_id,cancellation_type,enddate
14618327,53,2021-08-19 17:00:00.000
14618310,53,2021-09-05 17:00:00.000
14618085,53,2021-09-10 17:00:00.000
14618352,52,2021-08-20 17:00:00.000
14618355,52,2021-02-26 17:00:00.000
14618383,52,2021-11-04 17:00:00.000
14618444,53,2021-06-30 17:00:00.000
14618660,52,2021-05-30 17:00:00.000
14618517,52,2021-05-16 17:00:00.000
14618473,52,2021-09-04 17:00:00.000
14618652,53,2021-08-10 17:00:00.000
14618648,53,2021-08-10 17:00:00.000
14618480,53,2021-09-06 17:00:00.000
14617870,53,2021-07-30 17:00:00.000
14618620,53,2021-07-28 17:00:00.000
14618904,53,2021-02-25 17:00:00.000
14618787,52,2021-06-25 17:00:00.000
14618715,52,2021-09-16 17:00:00.000
14618832,53,2021-08-05 17:00:00.000
14618819,52,2021-05-15 17:00:00.000
14618859,52,2021-05-23 17:00:00.000
14619007,53,2021-05-10 17:00:00.000
14619017,53,2021-10-07 17:00:00.000
14618967,52,2021-09-24 17:00:00.000
14619048,52,2021-05-24 17:00:00.000
14619091,53,2021-08-05 17:00:00.000
14619070,52,2021-10-30 17:00:00.000
14619089,52,2021-10-30 17:00:00.000
14619104,53,2021-08-29 17:00:00.000
14619112,53,2021-10-14 17:00:00.000
14619282,53,2021-08-14 17:00:00.000
14619151,53,2021-08-15 17:00:00.000
14617321,52,2021-05-03 17:00:00.000
14617264,52,2021-07-24 17:00:00.000
14619587,53,2021-08-22 17:00:00.000
14619551,52,2021-07-17 17:00:00.000
14619679,52,2021-07-25 17:00:00.000
14619658,52,2021-04-27 17:00:00.000
14619625,52,2021-10-07 17:00:00.000
14619644,52,2021-09-15 17:00:00.000
14619638,53,2021-10-07 17:00:00.000
14619737,53,2021-10-18 17:00:00.000
14619719,52,2021-05-26 17:00:00.000
14619849,53,2021-03-10 17:00:00.000
14619898,53,2021-08-28 17:00:00.000
14619816,52,2021-09-01 17:00:00.000
14619820,53,2021-06-21 17:00:00.000
14619939,52,2021-04-29 17:00:00.000
14619875,52,2021-08-18 17:00:00.000
14619628,53,2021-04-18 17:00:00.000
14619605,53,2021-07-19 17:00:00.000
14619793,52,2021-07-12 17:00:00.000
14619956,52,2021-05-29 17:00:00.000
14620022,52,2021-09-09 17:00:00.000
14620024,53,2021-05-20 17:00:00.000
14619563,52,2021-06-18 17:00:00.000
14620051,53,2021-05-08 17:00:00.000
14620050,53,2021-12-05 17:00:00.000
14620066,53,2021-10-27 17:00:00.000
14620087,53,2021-04-28 17:00:00.000
14620159,53,2021-06-05 17:00:00.000
14620255,53,2021-07-31 17:00:00.000
14620161,52,2021-07-12 17:00:00.000
14620176,52,2021-09-16 17:00:00.000
14620146,52,2021-05-09 17:00:00.000
14620129,52,2021-09-16 17:00:00.000
14620285,53,2021-06-25 17:00:00.000
14619504,53,2021-04-23 17:00:00.000
14619982,53,2021-07-04 17:00:00.000
14620430,52,2021-10-01 17:00:00.000
14620444,52,2021-02-26 17:00:00.000
14620425,53,2021-10-10 17:00:00.000
14620313,53,2021-08-18 17:00:00.000
14620488,53,2021-03-18 17:00:00.000
14620466,52,2021-09-15 17:00:00.000
14620506,53,2021-09-23 17:00:00.000
14620111,53,2021-08-11 17:00:00.000
14617700,52,2021-08-02 17:00:00.000
14620720,53,2021-06-30 17:00:00.000
14620671,53,2021-04-29 17:00:00.000
14620614,53,2021-09-13 17:00:00.000
14620781,53,2021-11-06 17:00:00.000
14620619,53,2021-09-13 17:00:00.000
14620832,53,2021-08-02 17:00:00.000
14620853,52,2021-05-21 17:00:00.000
14620871,53,2021-11-13 17:00:00.000
14620846,53,2021-09-30 17:00:00.000
14620865,53,2021-09-03 17:00:00.000
14620879,53,2021-10-01 17:00:00.000
14620906,53,2021-09-23 17:00:00.000
14620939,53,2021-04-29 17:00:00.000
14620988,53,2021-04-28 17:00:00.000
14620992,53,2021-06-18 17:00:00.000
14621011,53,2021-09-15 17:00:00.000
14621018,53,2021-08-12 17:00:00.000
14621020,53,2021-09-13 17:00:00.000
14621027,53,2021-12-24 17:00:00.000
14621025,53,2021-10-03 17:00:00.000
14621041,53,2021-08-12 17:00:00.000
14621056,53,2021-02-25 17:00:00.000
14621061,53,2021-08-21 17:00:00.000
14621065,52,2021-04-23 17:00:00.000
14620967,52,2021-09-17 17:00:00.000
14620799,53,2021-08-05 17:00:00.000
14621060,53,2021-05-07 17:00:00.000
14621091,53,2021-09-29 17:00:00.000
14621072,53,2021-09-23 17:00:00.000
14621102,52,2021-09-05 17:00:00.000
14621116,53,2021-06-02 17:00:00.000
14621113,53,2021-03-16 17:00:00.000
14621120,52,2021-09-06 17:00:00.000
14621082,53,2021-10-02 17:00:00.000
14621187,53,2021-05-14 17:00:00.000
14621149,53,2021-09-09 17:00:00.000
14621190,52,2021-09-27 17:00:00.000
14621271,52,2021-04-19 17:00:00.000
14621334,53,2021-08-19 17:00:00.000
14621340,53,2021-03-25 17:00:00.000
14621238,53,2021-07-02 17:00:00.000
14621387,53,2021-05-27 17:00:00.000
14621410,53,2021-07-03 17:00:00.000
14621384,53,2021-12-18 17:00:00.000
14621415,52,2021-07-07 17:00:00.000
14621351,53,2021-03-07 17:00:00.000
14621480,53,2021-07-31 17:00:00.000
14621382,52,2021-05-09 17:00:00.000
14621360,52,2021-03-20 17:00:00.000
14621501,53,2021-02-22 17:00:00.000
14621474,52,2021-06-30 17:00:00.000
14621617,53,2021-09-16 17:00:00.000
14621793,53,2021-06-16 17:00:00.000
14621607,53,2021-06-28 17:00:00.000
14621185,52,2021-06-14 17:00:00.000
14621710,53,2021-06-05 17:00:00.000
14621720,53,2021-04-04 17:00:00.000
14621739,52,2021-05-13 17:00:00.000
14621738,52,2021-05-22 17:00:00.000
14621701,52,2021-06-28 17:00:00.000
14621739,52,2021-05-13 17:00:00.000
14621682,52,2021-06-03 17:00:00.000
14621713,52,2021-09-21 17:00:00.000
14621847,53,2021-08-10 17:00:00.000
14621853,53,2021-10-03 17:00:00.000
14621792,52,2021-05-02 17:00:00.000
14621824,52,2021-03-14 17:00:00.000
14621752,52,2021-06-21 17:00:00.000
14621868,52,2021-09-24 17:00:00.000
14621870,52,2021-05-15 17:00:00.000
14621911,52,2021-05-12 17:00:00.000
14621919,52,2021-04-21 17:00:00.000
14621910,53,2021-09-14 17:00:00.000
14621929,53,2021-09-18 17:00:00.000
14621948,53,2021-06-12 17:00:00.000
14621969,53,2021-05-28 17:00:00.000
14621968,52,2021-08-28 17:00:00.000
14621973,52,2021-09-23 17:00:00.000
14622007,52,2021-08-01 17:00:00.000
14621842,52,2021-06-01 17:00:00.000
14621935,52,2021-05-28 17:00:00.000
14621896,53,2021-10-20 17:00:00.000
14621966,52,2021-08-27 17:00:00.000
14622011,53,2021-09-09 17:00:00.000
14622004,53,2021-11-11 17:00:00.000
14622055,52,2021-05-17 17:00:00.000
14622068,53,2021-08-30 17:00:00.000
14621960,52,2021-02-26 17:00:00.000
14622001,53,2021-11-02 17:00:00.000
14622084,53,2021-08-30 17:00:00.000
14622092,53,2021-08-31 17:00:00.000
14621670,53,2021-04-16 17:00:00.000
14621686,53,2021-10-08 17:00:00.000
14621697,53,2021-10-04 17:00:00.000
14622130,53,2021-06-20 17:00:00.000
14621765,53,2021-07-16 17:00:00.000
14621850,53,2021-07-07 17:00:00.000
14622277,53,2021-10-12 17:00:00.000
14622240,52,2021-09-15 17:00:00.000
14622295,52,2021-07-12 17:00:00.000
14622318,53,2021-05-22 17:00:00.000
14622313,53,2021-07-10 17:00:00.000
14622339,53,2021-09-24 17:00:00.000
14622290,53,2021-07-28 17:00:00.000
14622358,53,2021-05-13 17:00:00.000
14622365,53,2021-07-29 17:00:00.000
14622402,53,2021-07-25 17:00:00.000
14622460,53,2021-06-16 17:00:00.000
14622509,53,2021-09-27 17:00:00.000
14622485,53,2021-07-10 17:00:00.000
14622062,53,2021-06-30 17:00:00.000
14621408,52,2021-05-21 17:00:00.000
14622620,52,2021-08-27 17:00:00.000
14622659,53,2021-09-12 17:00:00.000
14622667,53,2021-04-26 17:00:00.000
14622668,53,2021-09-19 17:00:00.000
14622675,53,2021-08-28 17:00:00.000
14622676,53,2021-09-29 17:00:00.000
14622688,53,2021-05-21 17:00:00.000
14622695,53,2021-05-12 17:00:00.000
14622713,53,2021-07-03 17:00:00.000
14622632,52,2021-08-06 17:00:00.000
14622506,52,2021-12-02 17:00:00.000
14622680,53,2021-08-17 17:00:00.000
14622727,53,2021-05-06 17:00:00.000
14622789,53,2021-09-25 17:00:00.000
14622481,53,2021-09-16 17:00:00.000
14622551,52,2021-09-19 17:00:00.000
14622643,53,2021-06-14 17:00:00.000
14622692,53,2021-08-03 17:00:00.000
14622769,53,2021-09-05 17:00:00.000
14622780,53,2021-12-28 17:00:00.000
14622594,53,2021-08-04 17:00:00.000
14622596,53,2021-08-04 17:00:00.000
14622771,52,2021-08-14 17:00:00.000
14622598,52,2021-10-04 17:00:00.000
14622608,52,2021-06-02 17:00:00.000
14622811,52,2021-08-29 17:00:00.000
14622611,52,2021-04-05 17:00:00.000
14622847,53,2021-10-20 17:00:00.000
14622860,53,2021-08-01 17:00:00.000
14622809,53,2021-05-06 17:00:00.000
14622956,53,2021-09-24 17:00:00.000
14622979,53,2021-06-23 17:00:00.000
14622974,53,2021-11-09 17:00:00.000
14623002,52,2021-12-11 17:00:00.000
14623050,53,2021-10-14 17:00:00.000
14623065,52,2021-09-04 17:00:00.000
14623136,52,2021-10-11 17:00:00.000
14622989,53,2021-08-25 17:00:00.000
14623188,52,2021-07-16 17:00:00.000
14623129,53,2021-08-20 17:00:00.000
14623224,53,2021-05-14 17:00:00.000
14623235,52,2021-05-14 17:00:00.000
14623277,52,2021-05-17 17:00:00.000
14623285,52,2021-08-15 17:00:00.000
14623418,52,2021-05-20 17:00:00.000
14623411,53,2021-09-12 17:00:00.000
14623402,52,2021-10-20 17:00:00.000
14623350,52,2021-07-28 17:00:00.000
14623380,52,2021-10-03 17:00:00.000
14623351,52,2021-06-19 17:00:00.000
14623490,52,2021-05-07 17:00:00.000
14623558,52,2021-04-27 17:00:00.000
14623625,52,2021-12-11 17:00:00.000
14623512,52,2021-07-20 17:00:00.000
14623493,52,2021-04-27 17:00:00.000
14623458,52,2021-11-26 17:00:00.000
14623628,52,2021-09-10 17:00:00.000
14623764,52,2021-08-28 17:00:00.000
14622188,53,2021-07-05 17:00:00.000
14623650,52,2021-05-11 17:00:00.000
14623647,52,2021-05-11 17:00:00.000
14623842,52,2021-06-18 17:00:00.000
14623636,53,2021-09-07 17:00:00.000
14623462,52,2021-08-07 17:00:00.000
14623662,53,2021-04-12 17:00:00.000
14623702,53,2021-03-04 17:00:00.000
14623793,53,2021-11-11 17:00:00.000
14623847,53,2021-11-11 17:00:00.000
14623945,52,2021-11-01 17:00:00.000
14623970,52,2021-11-01 17:00:00.000
14624117,52,2021-10-31 17:00:00.000
14624004,52,2021-06-05 17:00:00.000
14624105,52,2021-06-06 17:00:00.000
14624006,52,2021-11-01 17:00:00.000
14624062,52,2021-03-15 17:00:00.000
14624045,52,2021-11-01 17:00:00.000
14624030,53,2021-10-08 17:00:00.000
14624016,53,2021-08-15 17:00:00.000
14624134,52,2021-05-28 17:00:00.000
14624329,53,2021-12-21 17:00:00.000
14624311,52,2021-05-09 17:00:00.000
14624241,52,2021-11-01 17:00:00.000
14624204,53,2021-03-21 17:00:00.000
14624360,53,2021-09-04 17:00:00.000
14623525,53,2021-06-24 17:00:00.000
14623107,53,2021-04-16 17:00:00.000
14622817,53,2021-07-28 17:00:00.000
14624440,52,2021-07-16 17:00:00.000
14624325,52,2021-11-05 17:00:00.000
14624433,53,2021-06-08 17:00:00.000
14624154,53,2021-05-14 17:00:00.000
14624391,53,2021-07-20 17:00:00.000
14624211,53,2022-03-16 17:00:00.000
14624332,53,2021-03-23 17:00:00.000
14624266,53,2021-12-19 17:00:00.000
14624451,52,2021-08-15 17:00:00.000
14624548,52,2021-08-08 17:00:00.000
14624554,52,2021-04-17 17:00:00.000
14624501,52,2021-05-19 17:00:00.000
14624522,52,2021-07-02 17:00:00.000
14624651,53,2021-09-01 17:00:00.000
14622384,52,2021-07-16 17:00:00.000
14622388,52,2021-07-16 17:00:00.000
14624691,53,2021-08-22 17:00:00.000
14623139,53,2021-08-22 17:00:00.000
14624811,53,2021-09-29 17:00:00.000
14623784,53,2021-09-17 17:00:00.000
14624865,53,2021-05-09 17:00:00.000
14624849,53,2021-09-17 17:00:00.000
14624819,53,2021-06-20 17:00:00.000
14624769,52,2021-10-10 17:00:00.000
14624831,52,2021-07-25 17:00:00.000
14624906,52,2021-11-08 17:00:00.000
14624712,52,2021-07-27 17:00:00.000
14624933,52,2021-09-22 17:00:00.000
14624944,53,2021-09-24 17:00:00.000
14624962,52,2021-04-19 17:00:00.000
14624982,53,2021-05-12 17:00:00.000
14625145,53,2021-05-27 17:00:00.000
14625066,53,2021-09-04 17:00:00.000
14625034,53,2021-11-03 17:00:00.000
14625047,53,2021-05-02 17:00:00.000
14624744,53,2021-08-11 17:00:00.000
14625017,53,2021-07-28 17:00:00.000
14625029,53,2021-10-08 17:00:00.000
14625032,53,2021-06-26 17:00:00.000
14625067,53,2021-08-07 17:00:00.000
14625095,53,2021-05-01 17:00:00.000
14625009,52,2021-07-23 17:00:00.000
14625087,52,2021-08-26 17:00:00.000
14625216,53,2021-05-05 17:00:00.000
14625231,52,2021-05-15 17:00:00.000
14625237,53,2021-09-29 17:00:00.000
14625239,53,2021-10-07 17:00:00.000
14625261,53,2021-09-17 17:00:00.000
14625266,53,2021-09-25 17:00:00.000
14625306,53,2021-09-14 17:00:00.000
14625275,53,2021-08-22 17:00:00.000
14625331,53,2021-07-15 17:00:00.000
14625344,53,2021-07-15 17:00:00.000
14625347,53,2021-09-10 17:00:00.000
14625214,53,2021-08-29 17:00:00.000
14625368,53,2021-08-06 17:00:00.000
14625225,53,2021-05-27 17:00:00.000
14625256,53,2021-08-23 17:00:00.000
14625373,52,2021-10-16 17:00:00.000
14625300,52,2021-11-11 17:00:00.000
14625074,52,2021-07-17 17:00:00.000
14625335,53,2021-09-12 17:00:00.000
14625387,52,2021-09-02 17:00:00.000
14625072,53,2021-08-24 17:00:00.000
14625135,53,2021-04-15 17:00:00.000
14625136,53,2021-03-12 17:00:00.000
14625138,53,2021-09-05 17:00:00.000
14625183,53,2021-08-24 17:00:00.000
14625195,53,2021-02-20 17:00:00.000
14625207,53,2021-10-11 17:00:00.000
14625213,53,2021-08-01 17:00:00.000
14625418,53,2021-07-28 17:00:00.000
14625402,53,2021-10-06 17:00:00.000
14625403,53,2021-08-15 17:00:00.000
14625427,53,2021-07-28 17:00:00.000
14625447,52,2021-09-22 17:00:00.000
14625452,52,2021-07-09 17:00:00.000
14625460,52,2021-08-29 17:00:00.000
14625500,53,2021-05-02 17:00:00.000
14625482,53,2021-04-27 17:00:00.000
14625628,52,2021-09-14 17:00:00.000
14625565,52,2021-05-22 17:00:00.000
14625708,52,2021-07-16 17:00:00.000
14625681,52,2021-06-28 17:00:00.000
14625578,53,2021-04-24 17:00:00.000
14625813,52,2021-08-21 17:00:00.000
14625643,53,2021-04-18 17:00:00.000
14625610,53,2021-07-09 17:00:00.000
14625668,53,2021-06-05 17:00:00.000
14625678,53,2021-07-02 17:00:00.000
14625658,53,2021-10-04 17:00:00.000
14625845,53,2021-08-30 17:00:00.000
14625848,53,2022-01-13 17:00:00.000
14625859,53,2021-04-17 17:00:00.000
14625882,53,2021-10-23 17:00:00.000
14625885,52,2021-09-30 17:00:00.000
14625646,52,2021-09-17 17:00:00.000
14625923,53,2021-08-23 17:00:00.000
14625929,53,2021-10-31 17:00:00.000
14625924,52,2021-04-30 17:00:00.000
14625805,53,2021-09-28 17:00:00.000
14625812,53,2021-04-08 17:00:00.000
14625822,53,2021-05-04 17:00:00.000
14625827,53,2021-03-14 17:00:00.000
14625831,53,2021-05-25 17:00:00.000
14625988,52,2021-05-15 17:00:00.000
14626011,52,2021-08-12 17:00:00.000
14626005,53,2021-09-16 17:00:00.000
14625951,52,2021-11-27 17:00:00.000
14626002,52,2021-10-06 17:00:00.000
14626025,52,2021-09-30 17:00:00.000
14626034,52,2021-08-09 17:00:00.000
14626104,52,2021-04-30 17:00:00.000
14626097,52,2021-11-02 17:00:00.000
14626123,52,2021-08-23 17:00:00.000
14626080,52,2021-05-15 17:00:00.000
14626130,52,2021-04-30 17:00:00.000
14626140,53,2021-08-17 17:00:00.000
14626144,52,2021-07-31 17:00:00.000
14625096,53,2021-07-12 17:00:00.000
14626170,53,2021-06-28 17:00:00.000
14626175,52,2021-07-09 17:00:00.000
14626208,53,2021-06-11 17:00:00.000
14626215,53,2021-07-07 17:00:00.000
14626222,53,2021-09-19 17:00:00.000
14626253,53,2021-08-29 17:00:00.000
14626250,53,2021-05-02 17:00:00.000
14626484,52,2021-04-25 17:00:00.000
14626467,52,2021-06-30 17:00:00.000
14626380,52,2021-08-27 17:00:00.000
14626485,52,2021-06-20 17:00:00.000
14626450,52,2021-06-04 17:00:00.000
14626369,52,2021-06-19 17:00:00.000
14626559,52,2021-10-16 17:00:00.000
14626542,52,2021-07-12 17:00:00.000
14626660,53,2021-09-25 17:00:00.000
14626671,53,2021-06-12 17:00:00.000
14626651,52,
14626709,52,2021-11-28 17:00:00.000
14626716,52,2021-09-24 17:00:00.000
14625303,53,2021-05-12 17:00:00.000
14626345,52,2021-06-18 17:00:00.000
14626512,52,2021-08-31 17:00:00.000
14626766,52,2021-08-06 17:00:00.000
14626788,53,2021-09-15 17:00:00.000
14626882,53,2021-05-18 17:00:00.000
14626277,53,2021-10-24 17:00:00.000
14626952,53,2021-09-24 17:00:00.000
14626819,52,2021-05-02 17:00:00.000
14626799,52,2021-03-26 17:00:00.000
14626808,52,2021-05-18 17:00:00.000
14626968,53,2021-06-24 17:00:00.000
14612770,53,2021-05-22 17:00:00.000
14626824,53,2021-08-31 17:00:00.000
14626899,52,2021-05-23 17:00:00.000
14627015,52,2021-07-23 17:00:00.000
14627022,53,2021-09-29 17:00:00.000
14627025,52,2021-09-03 17:00:00.000
14627070,52,2021-07-19 17:00:00.000
14627032,53,2021-04-25 17:00:00.000
14627160,53,2021-08-17 17:00:00.000
14626017,52,2021-06-17 17:00:00.000
14627220,53,2021-06-04 17:00:00.000
14627223,53,2021-10-15 17:00:00.000
14627167,52,2021-07-31 17:00:00.000
14627232,52,2021-07-28 17:00:00.000
14626768,53,2021-06-21 17:00:00.000
14627263,53,2021-08-31 17:00:00.000
14627279,52,2021-04-13 17:00:00.000
14627296,53,2021-12-09 17:00:00.000
14627300,52,2021-10-08 17:00:00.000
14627306,52,2021-04-28 17:00:00.000
14627306,52,2021-04-28 17:00:00.000
14627238,52,2021-04-23 17:00:00.000
14627329,53,2021-05-18 17:00:00.000
14627317,52,2021-07-17 17:00:00.000
14627182,53,2021-05-22 17:00:00.000
14626767,52,2021-05-27 17:00:00.000
14627392,53,2021-08-20 17:00:00.000
14627391,53,2021-05-23 17:00:00.000
14627385,53,2021-08-03 17:00:00.000
14627370,53,2021-09-24 17:00:00.000
14627406,53,2021-07-03 17:00:00.000
14627403,52,2021-10-28 17:00:00.000
14626811,53,2021-05-09 17:00:00.000
14627418,53,2021-09-12 17:00:00.000
14627509,53,2021-07-24 17:00:00.000
14627533,52,2021-04-23 17:00:00.000
14627611,53,2021-10-30 17:00:00.000
14627507,52,2021-06-16 17:00:00.000
14627534,52,2021-04-11 17:00:00.000
14627485,52,2021-09-12 17:00:00.000
14627618,52,2021-10-31 17:00:00.000
14627657,53,2021-08-11 17:00:00.000
14627691,53,2021-09-11 17:00:00.000
14627739,53,2021-05-21 17:00:00.000
14627750,53,2021-09-09 17:00:00.000
14627837,53,2021-03-17 17:00:00.000
14627707,52,2021-06-09 17:00:00.000
14627818,53,2021-05-11 17:00:00.000
14627845,53,2021-09-01 17:00:00.000
14627834,52,2021-05-07 17:00:00.000
14627729,53,2021-07-14 17:00:00.000
14627699,53,2021-08-21 17:00:00.000
14627763,53,2021-06-21 17:00:00.000
14627642,53,2021-04-21 17:00:00.000
14627860,53,2021-07-28 17:00:00.000
14627788,52,2021-03-15 17:00:00.000
14627863,52,2021-12-08 17:00:00.000
14626242,53,2021-08-27 17:00:00.000
14627877,53,2021-04-05 17:00:00.000
14627868,52,2021-03-25 17:00:00.000
14627620,52,2021-10-31 17:00:00.000
14627625,52,2021-10-08 17:00:00.000
14627884,53,2021-09-17 17:00:00.000
14627896,53,2021-08-27 17:00:00.000
14627931,53,2021-08-13 17:00:00.000
14627947,52,2021-07-04 17:00:00.000
14627941,52,2021-08-08 17:00:00.000
14628094,52,2021-05-27 17:00:00.000
14627982,52,2021-05-28 17:00:00.000
14627980,53,2021-03-25 17:00:00.000
14627994,53,2021-08-12 17:00:00.000
14628020,52,2021-07-08 17:00:00.000
14628010,53,2021-09-16 17:00:00.000
14628148,53,2021-07-21 17:00:00.000
14628152,53,2021-12-16 17:00:00.000
14628019,53,2021-04-29 17:00:00.000
14628336,53,2021-07-17 17:00:00.000
14628390,53,2021-04-20 17:00:00.000
14628382,52,2021-10-07 17:00:00.000
14628431,52,2021-09-10 17:00:00.000
14628418,52,2021-12-08 17:00:00.000
14628422,53,2021-09-27 17:00:00.000
14628462,53,2021-08-23 17:00:00.000
14628552,53,2021-08-29 17:00:00.000
14628556,53,2021-11-07 17:00:00.000
14628536,52,2021-08-28 17:00:00.000
14628483,52,2021-08-02 17:00:00.000
14628586,52,2021-09-24 17:00:00.000
14628508,53,2021-06-04 17:00:00.000
14628579,52,2021-05-14 17:00:00.000
14628620,53,2021-05-27 17:00:00.000
14628476,53,2021-11-03 17:00:00.000
14628630,53,2021-09-17 17:00:00.000
14627710,53,2021-07-23 17:00:00.000
14628676,52,2021-08-13 17:00:00.000
14627728,52,2021-11-19 17:00:00.000
14628824,52,2021-08-31 17:00:00.000
14628929,53,2021-09-01 17:00:00.000
14628919,53,2021-08-09 17:00:00.000
14628956,52,2021-08-14 17:00:00.000
14629027,52,2021-04-28 17:00:00.000
14628969,52,2021-03-18 17:00:00.000
14629063,52,2021-07-11 17:00:00.000
14613225,53,2021-04-29 17:00:00.000
14629249,53,2021-09-23 17:00:00.000
14629288,53,2021-08-27 17:00:00.000
14629319,53,2021-08-04 17:00:00.000
14629333,52,2021-05-25 17:00:00.000
14629297,52,2021-09-24 17:00:00.000
14629137,52,2021-06-26 17:00:00.000
14629221,53,2021-05-13 17:00:00.000
14629322,52,2021-04-28 17:00:00.000
14629258,53,2021-09-03 17:00:00.000
14629215,53,2021-06-09 17:00:00.000
14629206,53,2021-12-17 17:00:00.000
14629203,53,2021-08-18 17:00:00.000
14629285,53,2021-08-05 17:00:00.000
14629151,53,2021-08-26 17:00:00.000
14629324,53,2021-12-16 17:00:00.000
14629274,53,2021-07-22 17:00:00.000
14629266,53,2021-05-04 17:00:00.000
14629261,53,2021-06-24 17:00:00.000
14629384,53,2021-11-11 17:00:00.000
14629361,53,2021-06-06 17:00:00.000
14629367,53,2021-09-06 17:00:00.000
14629476,53,2021-08-14 17:00:00.000
14629473,53,2021-11-02 17:00:00.000
14629467,53,2022-03-19 17:00:00.000
14629485,53,2021-10-14 17:00:00.000
14629559,52,2021-07-19 17:00:00.000
14629511,52,2021-09-30 17:00:00.000
14629599,52,2021-08-31 17:00:00.000
14626447,52,2021-08-05 17:00:00.000
14629521,53,2021-06-18 17:00:00.000
14629585,53,2021-04-20 17:00:00.000
14629508,53,2021-05-05 17:00:00.000
14628553,53,2021-08-06 17:00:00.000
14629634,53,2021-07-28 17:00:00.000
14629627,53,2021-09-30 17:00:00.000
14629466,52,2021-07-23 17:00:00.000
14629541,53,2021-09-22 17:00:00.000
14629481,53,2021-05-13 17:00:00.000
14629534,53,2021-07-25 17:00:00.000
14629563,53,2021-09-22 17:00:00.000
14629675,53,2021-08-06 17:00:00.000
14629679,52,2021-11-12 17:00:00.000
14629689,52,2021-06-11 17:00:00.000
14629671,52,2021-08-27 17:00:00.000
14629659,52,2021-10-31 17:00:00.000
14629652,52,2021-11-05 17:00:00.000
14629649,53,2021-10-23 17:00:00.000
14629714,53,2021-05-17 17:00:00.000
14629718,53,2021-08-07 17:00:00.000
